year,division,cohort_All Students,cohort_Asian,cohort_Black,cohort_Hispanic,cohort_Multiple Races,cohort_White,advanced_diplomas_All Students,advanced_diplomas_Asian,advanced_diplomas_Black,advanced_diplomas_Hispanic,advanced_diplomas_Multiple Races,advanced_diplomas_White,percent_advanced_All Students,percent_advanced_Asian,percent_advanced_Black,percent_advanced_Hispanic,percent_advanced_Multiple Races,percent_advanced_White
2021,Franklin County Public Schools,487,NA,32,33,26,393,204,NA,14,15,7,165,41.889117043121146,NA,43.75,45.45454545454545,26.923076923076923,41.98473282442748
2021,Frederick County Public Schools,1099,18,46,235,32,767,493,14,18,79,14,368,44.8589626933576,77.77777777777779,39.130434782608695,33.61702127659574,43.75,47.979139504563236
2021,Fredericksburg City Public Schools,278,10,101,71,16,80,122,6,39,25,3,49,43.884892086330936,60,38.613861386138616,35.2112676056338,18.75,61.25000000000001
2021,Galax City Public Schools,83,NA,NA,26,NA,48,23,NA,NA,4,NA,16,27.710843373493976,NA,NA,15.384615384615385,NA,33.33333333333333
2021,Giles County Public Schools,177,NA,NA,NA,NA,167,29,NA,NA,NA,NA,28,16.38418079096045,NA,NA,NA,NA,16.766467065868262
2021,Gloucester County Public Schools,431,NA,29,22,18,361,185,NA,15,7,5,157,42.92343387470998,NA,51.724137931034484,31.818181818181817,27.77777777777778,43.49030470914128
2021,Goochland County Public Schools,227,NA,32,23,15,154,163,NA,22,13,11,115,71.80616740088107,NA,68.75,56.52173913043478,73.33333333333333,74.67532467532467
2021,Grayson County Public Schools,89,NA,NA,NA,NA,76,40,NA,NA,NA,NA,33,44.9438202247191,NA,NA,NA,NA,43.42105263157895
2021,Greene County Public Schools,228,NA,14,32,30,147,109,NA,5,19,12,68,47.80701754385965,NA,35.714285714285715,59.375,40,46.25850340136054
2021,Greensville County Public Schools,158,NA,116,12,NA,25,66,NA,41,6,NA,15,41.77215189873418,NA,35.3448275862069,50,NA,60
2021,Halifax County Public Schools,362,NA,169,NA,NA,177,105,NA,41,NA,NA,58,29.005524861878452,NA,24.2603550295858,NA,NA,32.7683615819209
2021,Hampton City Public Schools,1442,29,924,97,96,290,564,23,321,37,40,141,39.1123439667129,79.3103448275862,34.74025974025974,38.144329896907216,41.66666666666667,48.62068965517241
2021,Hanover County Public Schools,1468,42,133,92,52,1144,1002,31,73,39,34,823,68.25613079019074,73.80952380952381,54.88721804511278,42.391304347826086,65.38461538461539,71.94055944055944
2021,Harrisonburg City Public Schools,508,22,65,236,19,165,272,18,28,107,9,110,53.54330708661418,81.81818181818183,43.07692307692308,45.33898305084746,47.368421052631575,66.66666666666666
2021,Henrico County Public Schools,4138,414,1483,450,169,1614,2245,327,554,146,96,1118,54.25326244562591,78.98550724637681,37.35670937289278,32.44444444444444,56.80473372781065,69.26889714993804
2021,Henry County Public Schools,529,NA,116,79,32,300,180,NA,40,28,4,106,34.02646502835538,NA,34.48275862068966,35.44303797468354,12.5,35.333333333333336
2021,Highland County Public Schools,17,NA,NA,NA,NA,16,11,NA,NA,NA,NA,10,64.70588235294117,NA,NA,NA,NA,62.5
2021,Hopewell City Public Schools,266,NA,162,20,NA,71,83,NA,45,6,NA,26,31.203007518796994,NA,27.77777777777778,30,NA,36.61971830985916
2021,Isle of Wight County Public Schools,472,NA,119,22,33,288,246,NA,49,12,15,163,52.118644067796616,NA,41.17647058823529,54.54545454545454,45.45454545454545,56.59722222222222
2021,King George County Public Schools,390,NA,54,25,28,276,199,NA,22,14,10,148,51.02564102564102,NA,40.74074074074074,56.00000000000001,35.714285714285715,53.62318840579711
2021,King William County Public Schools,168,NA,31,NA,NA,123,49,NA,10,NA,NA,34,29.166666666666668,NA,32.25806451612903,NA,NA,27.64227642276423
2021,King and Queen County Public Schools,45,NA,14,NA,NA,21,15,NA,8,NA,NA,6,33.33333333333333,NA,57.14285714285714,NA,NA,28.57142857142857
2021,Lancaster County Public Schools,93,NA,47,NA,NA,41,40,NA,13,NA,NA,25,43.01075268817204,NA,27.659574468085108,NA,NA,60.97560975609756
2021,Lee County Public Schools,230,NA,NA,NA,NA,223,60,NA,NA,NA,NA,58,26.08695652173913,NA,NA,NA,NA,26.00896860986547
2021,Lexington City Public Schools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Loudoun County Public Schools,6725,1486,467,1165,342,3241,5120,1316,298,618,261,2608,76.13382899628253,88.55989232839838,63.811563169164884,53.047210300429185,76.31578947368422,80.4689910521444
2021,Louisa County Public Schools,409,NA,65,26,27,285,200,NA,29,13,10,142,48.899755501222494,NA,44.61538461538462,50,37.03703703703704,49.824561403508774
2021,Lunenburg County Public Schools,126,NA,41,NA,NA,70,49,NA,10,NA,NA,32,38.88888888888889,NA,24.390243902439025,NA,NA,45.714285714285715
2021,Lynchburg City Public Schools,613,NA,289,39,52,220,259,NA,88,12,22,129,42.25122349102774,NA,30.44982698961938,30.76923076923077,42.30769230769231,58.63636363636363
2021,Madison County Public Schools,135,NA,NA,NA,NA,116,69,NA,NA,NA,NA,63,51.11111111111111,NA,NA,NA,NA,54.310344827586206
2021,Manassas City Public Schools,541,22,64,351,24,79,205,15,25,109,10,46,37.89279112754159,68.18181818181817,39.0625,31.054131054131055,41.66666666666667,58.22784810126582
2021,Manassas Park City Public Schools,288,16,28,194,11,39,149,13,14,89,3,30,51.736111111111114,81.25,50,45.876288659793815,27.27272727272727,76.92307692307693
2021,Martinsville City Public Schools,143,NA,83,19,13,26,59,NA,34,7,5,12,41.25874125874126,NA,40.963855421686745,36.84210526315789,38.46153846153847,46.15384615384615
2021,Mathews County Public Schools,70,NA,NA,NA,NA,57,25,NA,NA,NA,NA,22,35.714285714285715,NA,NA,NA,NA,38.59649122807017
2021,Mecklenburg County Public Schools,319,NA,136,16,14,150,131,NA,54,8,3,65,41.06583072100313,NA,39.705882352941174,50,21.428571428571427,43.333333333333336
2021,Middlesex County Public Schools,73,NA,16,NA,NA,53,33,NA,4,NA,NA,26,45.20547945205479,NA,25,NA,NA,49.056603773584904
2021,Montgomery County Public Schools,720,22,33,41,34,590,390,17,13,21,19,320,54.166666666666664,77.27272727272727,39.39393939393939,51.21951219512195,55.88235294117647,54.23728813559322
2021,Nelson County Public Schools,142,NA,20,10,NA,107,74,NA,6,7,NA,58,52.112676056338024,NA,30,70,NA,54.20560747663551
2021,New Kent County Public Schools,244,NA,24,NA,16,193,134,NA,12,NA,8,109,54.91803278688525,NA,50,NA,50,56.476683937823836
2021,Newport News City Public Schools,1673,56,890,204,82,428,859,38,416,96,43,258,51.34488942020323,67.85714285714286,46.741573033707866,47.05882352941176,52.4390243902439,60.280373831775705
2021,Norfolk City Public Schools,1848,51,1061,195,131,393,713,43,330,51,70,209,38.582251082251084,84.31372549019608,31.102733270499527,26.153846153846157,53.43511450381679,53.18066157760815
2021,Northampton County Public Schools,120,NA,45,24,NA,43,38,NA,9,9,NA,17,31.666666666666664,NA,20,37.5,NA,39.53488372093023
2021,Northumberland County Public Schools,101,NA,31,NA,NA,60,46,NA,7,NA,NA,33,45.54455445544555,NA,22.58064516129032,NA,NA,55.00000000000001
2021,Norton City Public Schools,82,NA,NA,NA,11,62,42,NA,NA,NA,5,33,51.21951219512195,NA,NA,NA,45.45454545454545,53.2258064516129
2021,Nottoway County Public Schools,148,NA,64,14,NA,67,59,NA,28,5,NA,25,39.86486486486486,NA,43.75,35.714285714285715,NA,37.3134328358209
2021,Orange County Public Schools,367,NA,46,41,28,246,168,NA,23,17,9,117,45.776566757493185,NA,50,41.46341463414634,32.142857142857146,47.5609756097561
2021,Page County Public Schools,282,NA,NA,10,NA,256,130,NA,NA,5,NA,114,46.09929078014184,NA,NA,50,NA,44.53125
2021,Patrick County Public Schools,172,NA,NA,16,NA,139,64,NA,NA,7,NA,53,37.2093023255814,NA,NA,43.75,NA,38.1294964028777
2021,Petersburg City Public Schools,237,NA,204,18,NA,NA,52,NA,49,0,NA,NA,21.940928270042196,NA,24.019607843137255,0,NA,NA
2021,Pittsylvania County Public Schools,681,NA,150,34,10,481,295,NA,54,19,4,212,43.31864904552129,NA,36,55.88235294117647,40,44.07484407484408
2021,Poquoson City Public Schools,173,NA,NA,NA,NA,155,111,NA,NA,NA,NA,102,64.16184971098265,NA,NA,NA,NA,65.80645161290323
2021,Portsmouth City Public Schools,934,NA,675,31,41,172,295,NA,215,6,10,58,31.58458244111349,NA,31.851851851851855,19.35483870967742,24.390243902439025,33.72093023255814
2021,Powhatan County Public Schools,345,NA,14,13,NA,307,188,NA,8,5,NA,169,54.492753623188406,NA,57.14285714285714,38.46153846153847,NA,55.048859934853425
2021,Prince Edward County Public Schools,152,NA,81,NA,NA,58,55,NA,25,NA,NA,24,36.18421052631579,NA,30.864197530864196,NA,NA,41.37931034482759
2021,Prince George County Public Schools,479,NA,140,54,33,246,191,NA,49,17,17,102,39.87473903966597,NA,35,31.48148148148148,51.515151515151516,41.46341463414634
2021,Prince William County Public Schools,7240,727,1442,2531,421,2099,3395,469,646,790,205,1278,46.892265193370164,64.51169188445667,44.79889042995839,31.21295930462268,48.69358669833729,60.88613625535969
2021,Pulaski County Public Schools,336,NA,23,19,17,272,128,NA,8,3,7,106,38.095238095238095,NA,34.78260869565217,15.789473684210526,41.17647058823529,38.970588235294116
2021,Radford City Public Schools,271,12,28,17,22,191,121,8,10,8,6,88,44.64944649446495,66.66666666666666,35.714285714285715,47.05882352941176,27.27272727272727,46.07329842931937
2021,Rappahannock County Public Schools,74,NA,NA,NA,NA,56,30,NA,NA,NA,NA,25,40.54054054054054,NA,NA,NA,NA,44.642857142857146
2021,Richmond City Public Schools,1366,11,897,297,13,142,482,6,308,57,6,101,35.28550512445095,54.54545454545454,34.33667781493868,19.19191919191919,46.15384615384615,71.12676056338029
2021,Richmond County Public Schools,103,NA,26,NA,NA,63,59,NA,11,NA,NA,38,57.28155339805825,NA,42.30769230769231,NA,NA,60.317460317460316
2021,Roanoke City Public Schools,1001,25,438,161,48,328,309,13,103,38,9,146,30.869130869130867,52,23.515981735159816,23.60248447204969,18.75,44.51219512195122
2021,Roanoke County Public Schools,1070,56,67,54,58,835,569,45,31,18,23,452,53.17757009345795,80.35714285714286,46.26865671641791,33.33333333333333,39.6551724137931,54.131736526946106
2021,Rockbridge County Public Schools,260,NA,11,10,NA,225,100,NA,1,2,NA,90,38.46153846153847,NA,9.090909090909092,20,NA,40
2021,Rockingham County Public Schools,940,14,18,125,54,729,486,10,6,51,30,389,51.70212765957447,71.42857142857143,33.33333333333333,40.8,55.55555555555556,53.360768175583
2021,Russell County Public Schools,246,NA,NA,NA,NA,234,72,NA,NA,NA,NA,70,29.268292682926827,NA,NA,NA,NA,29.914529914529915
2021,Salem City Public Schools,315,NA,35,28,13,234,178,NA,14,13,6,141,56.507936507936506,NA,40,46.42857142857143,46.15384615384615,60.256410256410255
2021,Scott County Public Schools,273,NA,NA,NA,NA,260,110,NA,NA,NA,NA,106,40.29304029304029,NA,NA,NA,NA,40.76923076923077
2021,Shenandoah County Public Schools,473,NA,16,80,14,357,202,NA,7,25,4,162,42.706131078224104,NA,43.75,31.25,28.57142857142857,45.378151260504204
2021,Smyth County Public Schools,317,NA,NA,13,NA,293,123,NA,NA,5,NA,115,38.801261829652994,NA,NA,38.46153846153847,NA,39.249146757679185
2021,Southampton County Public Schools,195,NA,89,NA,NA,97,107,NA,43,NA,NA,57,54.871794871794876,NA,48.31460674157304,NA,NA,58.76288659793815
2021,Spotsylvania County Public Schools,1916,64,372,351,102,1017,989,48,143,140,49,604,51.617954070981206,75,38.44086021505376,39.88603988603989,48.03921568627451,59.39036381514258
2021,Stafford County Public Schools,2511,108,547,553,181,1111,1471,81,305,284,93,702,58.58223815213063,75,55.758683729433265,51.35623869801085,51.38121546961326,63.18631863186318
2021,Staunton City Public Schools,211,NA,27,17,17,144,100,NA,11,7,5,73,47.39336492890995,NA,40.74074074074074,41.17647058823529,29.411764705882355,50.69444444444444
2021,Suffolk City Public Schools,1075,28,632,56,55,300,380,18,178,19,28,135,35.348837209302324,64.28571428571429,28.164556962025316,33.92857142857143,50.90909090909091,45
2021,Surry County Public Schools,52,NA,28,NA,NA,22,13,NA,9,NA,NA,3,25,NA,32.142857142857146,NA,NA,13.636363636363635
2021,Sussex County Public Schools,83,NA,60,NA,NA,17,32,NA,26,NA,NA,5,38.55421686746988,NA,43.333333333333336,NA,NA,29.411764705882355
2021,Tazewell County Public Schools,428,NA,12,NA,NA,400,130,NA,2,NA,NA,122,30.373831775700932,NA,16.666666666666664,NA,NA,30.5
2021,Virginia Beach City Public Schools,5084,335,1239,503,467,2507,2870,251,471,244,269,1610,56.451612903225815,74.92537313432835,38.01452784503632,48.508946322067594,57.601713062098504,64.22018348623854
2021,Warren County Public Schools,451,NA,23,42,34,343,186,NA,8,17,10,146,41.24168514412417,NA,34.78260869565217,40.476190476190474,29.411764705882355,42.565597667638485
2021,Washington County Public Schools,557,NA,NA,20,12,512,228,NA,NA,10,4,209,40.93357271095152,NA,NA,50,33.33333333333333,40.8203125
2021,Waynesboro City Public Schools,218,NA,39,52,21,103,81,NA,9,20,8,41,37.15596330275229,NA,23.076923076923077,38.46153846153847,38.095238095238095,39.80582524271845
2021,West Point Public Schools,76,NA,15,NA,10,48,40,NA,6,NA,2,30,52.63157894736842,NA,40,NA,20,62.5
2021,Westmoreland County Public Schools,121,NA,45,15,10,49,60,NA,27,6,4,23,49.586776859504134,NA,60,40,40,46.93877551020408
2021,Williamsburg-James City County Public Schools,977,23,153,131,83,586,514,14,40,47,35,377,52.610030706243606,60.86956521739131,26.143790849673206,35.87786259541985,42.168674698795186,64.3344709897611
2021,Winchester City Public Schools,326,NA,34,126,18,140,137,NA,10,32,7,81,42.02453987730061,NA,29.411764705882355,25.396825396825395,38.88888888888889,57.85714285714286
2021,Wise County Public Schools,390,NA,NA,NA,NA,371,165,NA,NA,NA,NA,154,42.30769230769231,NA,NA,NA,NA,41.509433962264154
2021,Wythe County Public Schools,296,NA,14,NA,NA,270,136,NA,5,NA,NA,126,45.94594594594595,NA,35.714285714285715,NA,NA,46.666666666666664
2021,York County Public Schools,974,69,114,93,101,589,607,61,52,48,61,380,62.32032854209446,88.40579710144928,45.614035087719294,51.61290322580645,60.396039603960396,64.51612903225806
2022,Accomack County Public Schools,376,NA,117,110,NA,138,139,NA,23,49,NA,62,36.96808510638298,NA,19.65811965811966,44.54545454545455,NA,44.927536231884055
2022,Albemarle County Public Schools,1130,65,130,152,71,709,721,49,54,55,44,518,63.80530973451327,75.38461538461539,41.53846153846154,36.18421052631579,61.97183098591549,73.06064880112835
2022,Alexandria City Public Schools,1138,39,300,500,24,270,417,19,94,93,12,196,36.64323374340949,48.717948717948715,31.333333333333336,18.6,50,72.5925925925926
2022,Alleghany Highlands Public Schools,224,NA,14,11,12,185,72,NA,4,5,3,58,32.142857142857146,NA,28.57142857142857,45.45454545454545,25,31.351351351351354
2022,Amelia County Public Schools,126,NA,29,NA,NA,82,53,NA,7,NA,NA,40,42.06349206349206,NA,24.137931034482758,NA,NA,48.78048780487805
2022,Amherst County Public Schools,299,NA,38,13,34,210,134,NA,18,7,13,93,44.81605351170568,NA,47.368421052631575,53.84615384615385,38.23529411764706,44.285714285714285
2022,Appomattox County Public Schools,161,NA,38,NA,12,103,85,NA,15,NA,8,58,52.79503105590062,NA,39.473684210526315,NA,66.66666666666666,56.310679611650485
2022,Arlington County Public Schools,1991,154,184,572,157,918,1292,113,80,229,126,741,64.89201406328479,73.37662337662337,43.47826086956522,40.03496503496503,80.2547770700637,80.71895424836602
2022,Augusta County Public Schools,794,11,21,53,29,679,347,8,8,25,8,298,43.702770780856426,72.72727272727273,38.095238095238095,47.16981132075472,27.586206896551722,43.888070692194404
2022,Bath County Public Schools,38,NA,NA,NA,NA,34,12,NA,NA,NA,NA,10,31.57894736842105,NA,NA,NA,NA,29.411764705882355
2022,Bedford County Public Schools,710,16,63,23,34,571,252,9,13,10,6,212,35.49295774647888,56.25,20.634920634920633,43.47826086956522,17.647058823529413,37.127845884413304
2022,Bland County Public Schools,65,NA,NA,NA,NA,65,12,NA,NA,NA,NA,12,18.461538461538463,NA,NA,NA,NA,18.461538461538463
2022,Botetourt County Public Schools,380,NA,10,17,12,337,189,NA,1,6,3,175,49.73684210526316,NA,10,35.294117647058826,25,51.92878338278932
2022,Bristol City Public Schools,167,NA,16,NA,NA,132,46,NA,2,NA,NA,40,27.54491017964072,NA,12.5,NA,NA,30.303030303030305
2022,Brunswick County Public Schools,109,NA,77,NA,NA,25,38,NA,29,NA,NA,7,34.862385321100916,NA,37.66233766233766,NA,NA,28.000000000000004
2022,Buchanan County Public Schools,188,NA,NA,NA,NA,185,52,NA,NA,NA,NA,52,27.659574468085108,NA,NA,NA,NA,28.10810810810811
2022,Buckingham County Public Schools,150,NA,54,NA,11,76,43,NA,12,NA,1,28,28.666666666666668,NA,22.22222222222222,NA,9.090909090909092,36.84210526315789
2022,Buena Vista City Public Schools,78,NA,NA,NA,NA,70,24,NA,NA,NA,NA,20,30.76923076923077,NA,NA,NA,NA,28.57142857142857
2022,Campbell County Public Schools,554,NA,86,27,31,397,220,NA,34,7,11,159,39.71119133574007,NA,39.53488372093023,25.925925925925924,35.483870967741936,40.050377833753146
2022,Caroline County Public Schools,323,NA,91,44,28,154,117,NA,21,15,15,62,36.22291021671827,NA,23.076923076923077,34.090909090909086,53.57142857142857,40.25974025974026
2022,Carroll County Public Schools,284,NA,NA,23,NA,252,132,NA,NA,12,NA,116,46.478873239436616,NA,NA,52.17391304347826,NA,46.03174603174603
2022,Charles City County Public Schools,56,NA,34,NA,NA,14,12,NA,7,NA,NA,4,21.428571428571427,NA,20.588235294117645,NA,NA,28.57142857142857
2022,Charlotte County Public Schools,133,NA,40,NA,NA,85,49,NA,11,NA,NA,37,36.84210526315789,NA,27.500000000000004,NA,NA,43.529411764705884
2022,Charlottesville City Public Schools,296,15,93,35,25,127,174,11,29,16,13,105,58.78378378378378,73.33333333333333,31.182795698924732,45.714285714285715,52,82.67716535433071
2022,Chesapeake City Public Schools,3294,102,1051,369,289,1470,1831,85,481,173,174,912,55.585913782635096,83.33333333333334,45.765937202664134,46.883468834688344,60.207612456747405,62.04081632653061
2022,Chesterfield County Public Schools,5071,176,1392,945,215,2329,2843,140,651,340,107,1597,56.063892723328735,79.54545454545455,46.76724137931034,35.978835978835974,49.76744186046512,68.57020180334908
2022,Clarke County Public Schools,146,NA,NA,23,NA,111,101,NA,NA,15,NA,77,69.17808219178082,NA,NA,65.21739130434783,NA,69.36936936936937
2022,Colonial Beach Public Schools,34,NA,NA,NA,NA,21,11,NA,NA,NA,NA,9,32.35294117647059,NA,NA,NA,NA,42.857142857142854
2022,Colonial Heights City Public Schools,236,NA,52,23,14,137,117,NA,24,13,3,72,49.57627118644068,NA,46.15384615384615,56.52173913043478,21.428571428571427,52.55474452554745
2022,Craig County Public Schools,43,NA,NA,NA,NA,43,6,NA,NA,NA,NA,6,13.953488372093023,NA,NA,NA,NA,13.953488372093023
2022,Culpeper County Public Schools,670,12,84,199,45,323,249,9,29,47,17,145,37.16417910447761,75,34.523809523809526,23.618090452261306,37.77777777777778,44.89164086687307
2022,Cumberland County Public Schools,97,NA,29,NA,NA,60,47,NA,13,NA,NA,32,48.45360824742268,NA,44.827586206896555,NA,NA,53.333333333333336
2022,Danville City Public Schools,393,NA,257,37,13,80,109,NA,52,15,4,34,27.735368956743002,NA,20.233463035019454,40.54054054054054,30.76923076923077,42.5
2022,Dickenson County Public Schools,160,NA,NA,NA,NA,158,34,NA,NA,NA,NA,33,21.25,NA,NA,NA,NA,20.88607594936709
2022,Dinwiddie County Public Schools,299,NA,101,22,12,159,95,NA,24,8,5,55,31.77257525083612,NA,23.762376237623762,36.36363636363637,41.66666666666667,34.59119496855346
2022,Essex County Public Schools,105,NA,53,NA,12,31,42,NA,21,NA,6,11,40,NA,39.62264150943396,NA,50,35.483870967741936
2022,Fairfax County Public Schools,14913,3108,1498,4100,820,5342,9293,2519,790,1505,596,3860,62.31475893515724,81.04890604890605,52.7369826435247,36.70731707317073,72.6829268292683,72.25758143017596
2022,Falls Church City Public Schools,200,13,NA,30,20,132,150,12,NA,17,18,99,75,92.3076923076923,NA,56.666666666666664,90,75
2022,Fauquier County Public Schools,970,24,68,206,48,623,491,20,22,107,23,318,50.618556701030926,83.33333333333334,32.35294117647059,51.94174757281553,47.91666666666667,51.04333868378812
2022,Floyd County Public Schools,143,NA,NA,11,NA,122,44,NA,NA,5,NA,35,30.76923076923077,NA,NA,45.45454545454545,NA,28.688524590163933
2022,Fluvanna County Public Schools,302,NA,41,28,15,217,126,NA,15,11,5,94,41.72185430463576,NA,36.58536585365854,39.285714285714285,33.33333333333333,43.31797235023041
2022,Franklin City Public Schools,81,NA,67,NA,NA,10,43,NA,34,NA,NA,7,53.086419753086425,NA,50.74626865671642,NA,NA,70
2022,Franklin County Public Schools,489,NA,39,28,38,381,193,NA,12,8,8,163,39.46830265848671,NA,30.76923076923077,28.57142857142857,21.052631578947366,42.78215223097113
2022,Frederick County Public Schools,1091,15,50,228,48,746,488,10,6,74,22,374,44.72960586617782,66.66666666666666,12,32.45614035087719,45.83333333333333,50.134048257372655
2022,Fredericksburg City Public Schools,270,13,82,74,15,85,117,6,28,20,10,52,43.333333333333336,46.15384615384615,34.146341463414636,27.027027027027028,66.66666666666666,61.1764705882353
2022,Galax City Public Schools,90,NA,NA,36,NA,47,43,NA,NA,12,NA,28,47.77777777777778,NA,NA,33.33333333333333,NA,59.57446808510638
2022,Giles County Public Schools,167,NA,NA,NA,NA,158,25,NA,NA,NA,NA,23,14.97005988023952,NA,NA,NA,NA,14.556962025316455
2022,Gloucester County Public Schools,352,NA,26,22,15,283,115,NA,4,9,3,97,32.67045454545455,NA,15.384615384615385,40.909090909090914,20,34.275618374558306
2022,Goochland County Public Schools,231,NA,31,15,11,170,177,NA,21,11,8,133,76.62337662337663,NA,67.74193548387096,73.33333333333333,72.72727272727273,78.23529411764706
2022,Grayson County Public Schools,116,NA,NA,NA,NA,107,42,NA,NA,NA,NA,37,36.206896551724135,NA,NA,NA,NA,34.57943925233645
2022,Greene County Public Schools,222,NA,18,28,20,154,98,NA,7,17,5,67,44.14414414414414,NA,38.88888888888889,60.71428571428571,25,43.506493506493506
2022,Greensville County Public Schools,138,NA,106,NA,NA,28,61,NA,42,NA,NA,18,44.20289855072464,NA,39.62264150943396,NA,NA,64.28571428571429
2022,Halifax County Public Schools,347,NA,158,10,NA,169,110,NA,33,4,NA,68,31.70028818443804,NA,20.88607594936709,40,NA,40.23668639053255
2022,Hampton City Public Schools,1461,28,936,85,91,314,588,20,348,29,41,146,40.24640657084189,71.42857142857143,37.17948717948718,34.11764705882353,45.05494505494506,46.496815286624205
2022,Hanover County Public Schools,1421,33,134,78,68,1104,931,26,60,37,39,767,65.51724137931035,78.78787878787878,44.776119402985074,47.43589743589743,57.35294117647059,69.47463768115942
2022,Harrisonburg City Public Schools,480,14,47,249,20,149,253,9,16,110,12,105,52.708333333333336,64.28571428571429,34.04255319148936,44.17670682730924,60,70.46979865771812
2022,Henrico County Public Schools,4128,420,1443,464,191,1598,2270,343,531,161,119,1110,54.990310077519375,81.66666666666667,36.7983367983368,34.69827586206897,62.30366492146597,69.46182728410513
2022,Henry County Public Schools,540,NA,101,91,46,298,175,NA,31,30,8,102,32.407407407407405,NA,30.693069306930692,32.967032967032964,17.391304347826086,34.22818791946309
2022,Highland County Public Schools,14,NA,NA,NA,NA,13,6,NA,NA,NA,NA,5,42.857142857142854,NA,NA,NA,NA,38.46153846153847
2022,Hopewell City Public Schools,242,NA,146,32,NA,56,68,NA,38,9,NA,17,28.09917355371901,NA,26.027397260273972,28.125,NA,30.357142857142854
2022,Isle of Wight County Public Schools,479,NA,114,25,34,296,249,NA,50,15,15,163,51.98329853862212,NA,43.859649122807014,60,44.11764705882353,55.067567567567565
2022,King George County Public Schools,362,NA,63,42,27,225,192,NA,26,20,10,132,53.03867403314917,NA,41.269841269841265,47.61904761904761,37.03703703703704,58.666666666666664
2022,King William County Public Schools,182,NA,25,NA,NA,138,40,NA,6,NA,NA,27,21.978021978021978,NA,24,NA,NA,19.565217391304348
2022,King and Queen County Public Schools,41,NA,18,NA,NA,19,2,NA,1,NA,NA,1,4.878048780487805,NA,5.555555555555555,NA,NA,5.263157894736842
2022,Lancaster County Public Schools,90,NA,46,NA,NA,41,50,NA,24,NA,NA,26,55.55555555555556,NA,52.17391304347826,NA,NA,63.41463414634146
2022,Lee County Public Schools,199,NA,NA,NA,NA,191,42,NA,NA,NA,NA,41,21.105527638190953,NA,NA,NA,NA,21.465968586387437
2022,Loudoun County Public Schools,6688,1514,494,1247,335,3046,4974,1335,318,608,265,2416,74.372009569378,88.1770145310436,64.37246963562752,48.757016840417,79.1044776119403,79.31713722915299
2022,Louisa County Public Schools,391,NA,59,26,20,284,194,NA,22,14,9,147,49.61636828644501,NA,37.28813559322034,53.84615384615385,45,51.76056338028169
2022,Lunenburg County Public Schools,121,NA,39,12,NA,63,36,NA,8,5,NA,20,29.75206611570248,NA,20.51282051282051,41.66666666666667,NA,31.746031746031743
2022,Lynchburg City Public Schools,627,NA,290,39,58,231,244,NA,77,15,22,123,38.91547049441787,NA,26.551724137931032,38.46153846153847,37.93103448275862,53.246753246753244
2022,Madison County Public Schools,142,NA,NA,NA,NA,122,68,NA,NA,NA,NA,60,47.88732394366197,NA,NA,NA,NA,49.18032786885246
2022,Manassas City Public Schools,562,24,49,378,30,78,221,14,22,130,11,42,39.32384341637011,58.333333333333336,44.89795918367347,34.39153439153439,36.666666666666664,53.84615384615385
2022,Manassas Park City Public Schools,306,18,25,210,14,39,124,14,12,75,5,18,40.52287581699346,77.77777777777779,48,35.714285714285715,35.714285714285715,46.15384615384615
2022,Martinsville City Public Schools,138,NA,74,24,NA,29,60,NA,33,9,NA,12,43.47826086956522,NA,44.5945945945946,37.5,NA,41.37931034482759
2022,Mathews County Public Schools,70,NA,NA,NA,NA,62,22,NA,NA,NA,NA,20,31.428571428571427,NA,NA,NA,NA,32.25806451612903
2022,Mecklenburg County Public Schools,314,NA,128,NA,12,164,110,NA,34,NA,1,72,35.03184713375796,NA,26.5625,NA,8.333333333333332,43.90243902439025
2022,Middlesex County Public Schools,81,NA,20,NA,NA,55,30,NA,5,NA,NA,24,37.03703703703704,NA,25,NA,NA,43.63636363636363
2022,Montgomery County Public Schools,791,33,46,46,38,625,428,30,17,15,21,343,54.10872313527181,90.9090909090909,36.95652173913043,32.608695652173914,55.26315789473685,54.879999999999995
2022,Nelson County Public Schools,121,NA,20,NA,10,82,56,NA,11,NA,3,39,46.28099173553719,NA,55.00000000000001,NA,30,47.5609756097561
2022,New Kent County Public Schools,269,NA,34,21,17,190,129,NA,17,10,6,94,47.95539033457249,NA,50,47.61904761904761,35.294117647058826,49.473684210526315
2022,Newport News City Public Schools,1745,45,950,240,110,389,844,34,416,114,54,219,48.36676217765043,75.55555555555556,43.78947368421053,47.5,49.09090909090909,56.29820051413882
2022,Norfolk City Public Schools,1800,35,1053,207,109,373,636,26,279,65,50,207,35.333333333333336,74.28571428571429,26.495726495726498,31.40096618357488,45.87155963302752,55.49597855227882
2022,Northampton County Public Schools,100,NA,38,29,NA,30,36,NA,5,10,NA,19,36,NA,13.157894736842104,34.48275862068966,NA,63.33333333333333
2022,Northumberland County Public Schools,109,NA,46,10,NA,50,49,NA,11,4,NA,32,44.95412844036697,NA,23.91304347826087,40,NA,64
2022,Norton City Public Schools,67,NA,NA,NA,NA,58,29,NA,NA,NA,NA,26,43.28358208955223,NA,NA,NA,NA,44.827586206896555
